pair,block_id,block_label,pair_count,avg_score,mark_span_verse_count,luke_span_verse_count,mark_unmatched_count,luke_unmatched_count,mark_token_count,luke_token_count,gap_before_mark_count,gap_before_luke_count,gap_category,mark_range,luke_range,representative_primary_pairs,source_text_preview,target_text_preview,direction_id,source,target,source_range,target_range,operations,burden_score,required_explanations,contrary_evidence,plausible_response_model
Mark↔Luke,loose_006,Mark 2:5–Mark 3:5 / Luke 5:20–Luke 6:10,20,0.3596,29,30,9,10,,,,,minor_gap_or_local_relocation,Mark 2:5–Mark 3:5,Luke 5:20–Luke 6:10,Mark 2:5~Luke 5:20; Mark 2:7~Luke 5:21; Mark 2:8~Luke 5:22; Mark 2:9~Luke 5:23; Mark 2:10~Luke 5:24,"⸂καὶ ἰδὼν⸃ ὁ Ἰησοῦς τὴν πίστιν αὐτῶν λέγει τῷ παραλυτικῷ· Τέκνον, ⸂ἀφίενταί σου⸃ αἱ ⸀ἁμαρτίαι. ἦσαν δέ τινες τῶν γραμματέων ἐκεῖ καθήμενοι καὶ διαλογιζόμενοι ἐν ταῖς καρδίαις αὐτῶν· Τί οὗτος οὕτως λαλεῖ; ⸀βλασφημεῖ· τίς δύναται ἀφιέναι ἁμαρτίας εἰ μὴ εἷς ὁ θεός;","καὶ ἰδὼν τὴν πίστιν αὐτῶν ⸀εἶπεν· Ἄνθρωπε, ἀφέωνταί σοι αἱ ἁμαρτίαι σου. καὶ ἤρξαντο διαλογίζεσθαι οἱ γραμματεῖς καὶ οἱ Φαρισαῖοι λέγοντες· Τίς ἐστιν οὗτος ὃς λαλεῖ βλασφημίας; τίς δύναται ⸂ἁμαρτίας ἀφεῖναι⸃ εἰ μὴ μόνος ὁ θεός; ἐπιγνοὺς δὲ ὁ Ἰησοῦς τοὺς διαλογισμοὺς αὐτῶν ἀποκριθεὶς εἶπεν πρὸς αὐτούς· Τί διαλογίζεσθε ἐν ταῖς καρδίαις ὑμῶν;",luke_used_mark,Mark,Luke,Mark 2:5–Mark 3:5,Luke 5:20–Luke 6:10,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,21.458,"10 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 9 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
Mark↔Luke,loose_006,Mark 2:5–Mark 3:5 / Luke 5:20–Luke 6:10,20,0.3596,29,30,9,10,,,,,minor_gap_or_local_relocation,Mark 2:5–Mark 3:5,Luke 5:20–Luke 6:10,Mark 2:5~Luke 5:20; Mark 2:7~Luke 5:21; Mark 2:8~Luke 5:22; Mark 2:9~Luke 5:23; Mark 2:10~Luke 5:24,"⸂καὶ ἰδὼν⸃ ὁ Ἰησοῦς τὴν πίστιν αὐτῶν λέγει τῷ παραλυτικῷ· Τέκνον, ⸂ἀφίενταί σου⸃ αἱ ⸀ἁμαρτίαι. ἦσαν δέ τινες τῶν γραμματέων ἐκεῖ καθήμενοι καὶ διαλογιζόμενοι ἐν ταῖς καρδίαις αὐτῶν· Τί οὗτος οὕτως λαλεῖ; ⸀βλασφημεῖ· τίς δύναται ἀφιέναι ἁμαρτίας εἰ μὴ εἷς ὁ θεός;","καὶ ἰδὼν τὴν πίστιν αὐτῶν ⸀εἶπεν· Ἄνθρωπε, ἀφέωνταί σοι αἱ ἁμαρτίαι σου. καὶ ἤρξαντο διαλογίζεσθαι οἱ γραμματεῖς καὶ οἱ Φαρισαῖοι λέγοντες· Τίς ἐστιν οὗτος ὃς λαλεῖ βλασφημίας; τίς δύναται ⸂ἁμαρτίας ἀφεῖναι⸃ εἰ μὴ μόνος ὁ θεός; ἐπιγνοὺς δὲ ὁ Ἰησοῦς τοὺς διαλογισμοὺς αὐτῶν ἀποκριθεὶς εἶπεν πρὸς αὐτούς· Τί διαλογίζεσθε ἐν ταῖς καρδίαις ὑμῶν;",mark_used_luke,Luke,Mark,Luke 5:20–Luke 6:10,Mark 2:5–Mark 3:5,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,25.308,9 Mark gap verse(s) as Markan addition. | 10 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
Mark↔Luke,loose_007,Mark 3:18–Mark 3:19 / Luke 6:15–Luke 6:16,2,0.4796,2,2,0,0,,,,,continuous_alignment,Mark 3:18–Mark 3:19,Luke 6:15–Luke 6:16,Mark 3:18~Luke 6:15; Mark 3:19~Luke 6:16,"καὶ Ἀνδρέαν καὶ Φίλιππον καὶ Βαρθολομαῖον καὶ Μαθθαῖον καὶ Θωμᾶν καὶ Ἰάκωβον τὸν τοῦ Ἁλφαίου καὶ Θαδδαῖον καὶ Σίμωνα τὸν ⸀Καναναῖον καὶ Ἰούδαν ⸀Ἰσκαριώθ, ὃς καὶ παρέδωκεν αὐτόν.",⸀καὶ Μαθθαῖον καὶ Θωμᾶν ⸁καὶ ⸀Ἰάκωβον Ἁλφαίου καὶ Σίμωνα τὸν καλούμενον Ζηλωτὴν ⸀καὶ Ἰούδαν Ἰακώβου καὶ Ἰούδαν ⸀Ἰσκαριὼθ ⸀ὃς ἐγένετο προδότης.,luke_used_mark,Mark,Luke,Mark 3:18–Mark 3:19,Luke 6:15–Luke 6:16,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,0.0,"0 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 0 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
Mark↔Luke,loose_007,Mark 3:18–Mark 3:19 / Luke 6:15–Luke 6:16,2,0.4796,2,2,0,0,,,,,continuous_alignment,Mark 3:18–Mark 3:19,Luke 6:15–Luke 6:16,Mark 3:18~Luke 6:15; Mark 3:19~Luke 6:16,"καὶ Ἀνδρέαν καὶ Φίλιππον καὶ Βαρθολομαῖον καὶ Μαθθαῖον καὶ Θωμᾶν καὶ Ἰάκωβον τὸν τοῦ Ἁλφαίου καὶ Θαδδαῖον καὶ Σίμωνα τὸν ⸀Καναναῖον καὶ Ἰούδαν ⸀Ἰσκαριώθ, ὃς καὶ παρέδωκεν αὐτόν.",⸀καὶ Μαθθαῖον καὶ Θωμᾶν ⸁καὶ ⸀Ἰάκωβον Ἁλφαίου καὶ Σίμωνα τὸν καλούμενον Ζηλωτὴν ⸀καὶ Ἰούδαν Ἰακώβου καὶ Ἰούδαν ⸀Ἰσκαριὼθ ⸀ὃς ἐγένετο προδότης.,mark_used_luke,Luke,Mark,Luke 6:15–Luke 6:16,Mark 3:18–Mark 3:19,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,0.0,0 Mark gap verse(s) as Markan addition. | 0 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
Mark↔Luke,loose_008,Mark 4:4–Mark 4:25 / Luke 8:5–Luke 8:18,7,0.3259,22,14,15,7,,,,,source_material_omitted_or_compressed_by_target,Mark 4:4–Mark 4:25,Luke 8:5–Luke 8:18,Mark 4:4~Luke 8:5; Mark 4:9~Luke 8:8; Mark 4:11~Luke 8:10; Mark 4:15~Luke 8:12; Mark 4:18~Luke 8:14,"καὶ ἐγένετο ἐν τῷ σπείρειν ὃ μὲν ἔπεσεν παρὰ τὴν ὁδόν, καὶ ἦλθεν τὰ πετεινὰ καὶ κατέφαγεν αὐτό. ⸂καὶ ἄλλο⸃ ἔπεσεν ἐπὶ τὸ πετρῶδες ⸀ὅπου οὐκ εἶχεν γῆν πολλήν, καὶ ⸀εὐθὺς ἐξανέτειλεν διὰ τὸ μὴ ἔχειν βάθος γῆς· ⸂καὶ ὅτε ἀνέτειλεν ὁ ἥλιος⸃ ⸀ἐκαυματίσθη καὶ διὰ τὸ μὴ ἔχειν ῥίζαν ἐξηράνθη.","Ἐξῆλθεν ὁ σπείρων τοῦ σπεῖραι τὸν σπόρον αὐτοῦ. καὶ ἐν τῷ σπείρειν αὐτὸν ὃ μὲν ἔπεσεν παρὰ τὴν ὁδόν, καὶ κατεπατήθη καὶ τὰ πετεινὰ τοῦ οὐρανοῦ κατέφαγεν αὐτό. καὶ ἕτερον ⸀κατέπεσεν ἐπὶ τὴν πέτραν, καὶ φυὲν ἐξηράνθη διὰ τὸ μὴ ἔχειν ἰκμάδα. καὶ ἕτερον ἔπεσεν ἐν μέσῳ τῶν ἀκανθῶν, καὶ συμφυεῖσαι αἱ ἄκανθαι ἀπέπνιξαν αὐτό.",luke_used_mark,Mark,Luke,Mark 4:4–Mark 4:25,Luke 8:5–Luke 8:18,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,21.1187,"7 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 15 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
Mark↔Luke,loose_008,Mark 4:4–Mark 4:25 / Luke 8:5–Luke 8:18,7,0.3259,22,14,15,7,,,,,source_material_omitted_or_compressed_by_target,Mark 4:4–Mark 4:25,Luke 8:5–Luke 8:18,Mark 4:4~Luke 8:5; Mark 4:9~Luke 8:8; Mark 4:11~Luke 8:10; Mark 4:15~Luke 8:12; Mark 4:18~Luke 8:14,"καὶ ἐγένετο ἐν τῷ σπείρειν ὃ μὲν ἔπεσεν παρὰ τὴν ὁδόν, καὶ ἦλθεν τὰ πετεινὰ καὶ κατέφαγεν αὐτό. ⸂καὶ ἄλλο⸃ ἔπεσεν ἐπὶ τὸ πετρῶδες ⸀ὅπου οὐκ εἶχεν γῆν πολλήν, καὶ ⸀εὐθὺς ἐξανέτειλεν διὰ τὸ μὴ ἔχειν βάθος γῆς· ⸂καὶ ὅτε ἀνέτειλεν ὁ ἥλιος⸃ ⸀ἐκαυματίσθη καὶ διὰ τὸ μὴ ἔχειν ῥίζαν ἐξηράνθη.","Ἐξῆλθεν ὁ σπείρων τοῦ σπεῖραι τὸν σπόρον αὐτοῦ. καὶ ἐν τῷ σπείρειν αὐτὸν ὃ μὲν ἔπεσεν παρὰ τὴν ὁδόν, καὶ κατεπατήθη καὶ τὰ πετεινὰ τοῦ οὐρανοῦ κατέφαγεν αὐτό. καὶ ἕτερον ⸀κατέπεσεν ἐπὶ τὴν πέτραν, καὶ φυὲν ἐξηράνθη διὰ τὸ μὴ ἔχειν ἰκμάδα. καὶ ἕτερον ἔπεσεν ἐν μέσῳ τῶν ἀκανθῶν, καὶ συμφυεῖσαι αἱ ἄκανθαι ἀπέπνιξαν αὐτό.",mark_used_luke,Luke,Mark,Luke 8:5–Luke 8:18,Mark 4:4–Mark 4:25,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,25.1187,15 Mark gap verse(s) as Markan addition. | 7 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
Mark↔Luke,loose_009,Mark 4:35–Mark 5:1 / Luke 8:22–Luke 8:26,4,0.2843,8,5,4,1,,,,,minor_gap_or_local_relocation,Mark 4:35–Mark 5:1,Luke 8:22–Luke 8:26,Mark 4:35~Luke 8:22; Mark 4:39~Luke 8:24; Mark 4:41~Luke 8:25; Mark 5:1~Luke 8:26,"Καὶ λέγει αὐτοῖς ἐν ἐκείνῃ τῇ ἡμέρᾳ ὀψίας γενομένης· Διέλθωμεν εἰς τὸ πέραν. καὶ ἀφέντες τὸν ὄχλον παραλαμβάνουσιν αὐτὸν ὡς ἦν ἐν τῷ πλοίῳ, καὶ ἄλλα ⸀πλοῖα ἦν μετʼ αὐτοῦ. καὶ γίνεται λαῖλαψ ⸂μεγάλη ἀνέμου⸃, ⸂καὶ τὰ⸃ κύματα ἐπέβαλλεν εἰς τὸ πλοῖον, ὥστε ⸂ἤδη γεμίζεσθαι τὸ πλοῖον⸃.","⸂Ἐγένετο δὲ⸃ ἐν μιᾷ τῶν ἡμερῶν καὶ αὐτὸς ἐνέβη εἰς πλοῖον καὶ οἱ μαθηταὶ αὐτοῦ, καὶ εἶπεν πρὸς αὐτούς· Διέλθωμεν εἰς τὸ πέραν τῆς λίμνης, καὶ ἀνήχθησαν. πλεόντων δὲ αὐτῶν ἀφύπνωσεν. καὶ κατέβη λαῖλαψ ἀνέμου εἰς τὴν λίμνην, καὶ συνεπληροῦντο καὶ ἐκινδύνευον. προσελθόντες δὲ διήγειραν αὐτὸν λέγοντες· Ἐπιστάτα ἐπιστάτα, ἀπολλύμεθα· ὁ δὲ ⸀διεγερθεὶς ἐπετίμησεν τῷ ἀνέμῳ καὶ τῷ κλύδωνι τοῦ ὕδατος, καὶ ἐπαύσαντο, καὶ ἐγένετο γαλήνη.",luke_used_mark,Mark,Luke,Mark 4:35–Mark 5:1,Luke 8:22–Luke 8:26,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,5.5628,"1 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 4 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
Mark↔Luke,loose_009,Mark 4:35–Mark 5:1 / Luke 8:22–Luke 8:26,4,0.2843,8,5,4,1,,,,,minor_gap_or_local_relocation,Mark 4:35–Mark 5:1,Luke 8:22–Luke 8:26,Mark 4:35~Luke 8:22; Mark 4:39~Luke 8:24; Mark 4:41~Luke 8:25; Mark 5:1~Luke 8:26,"Καὶ λέγει αὐτοῖς ἐν ἐκείνῃ τῇ ἡμέρᾳ ὀψίας γενομένης· Διέλθωμεν εἰς τὸ πέραν. καὶ ἀφέντες τὸν ὄχλον παραλαμβάνουσιν αὐτὸν ὡς ἦν ἐν τῷ πλοίῳ, καὶ ἄλλα ⸀πλοῖα ἦν μετʼ αὐτοῦ. καὶ γίνεται λαῖλαψ ⸂μεγάλη ἀνέμου⸃, ⸂καὶ τὰ⸃ κύματα ἐπέβαλλεν εἰς τὸ πλοῖον, ὥστε ⸂ἤδη γεμίζεσθαι τὸ πλοῖον⸃.","⸂Ἐγένετο δὲ⸃ ἐν μιᾷ τῶν ἡμερῶν καὶ αὐτὸς ἐνέβη εἰς πλοῖον καὶ οἱ μαθηταὶ αὐτοῦ, καὶ εἶπεν πρὸς αὐτούς· Διέλθωμεν εἰς τὸ πέραν τῆς λίμνης, καὶ ἀνήχθησαν. πλεόντων δὲ αὐτῶν ἀφύπνωσεν. καὶ κατέβη λαῖλαψ ἀνέμου εἰς τὴν λίμνην, καὶ συνεπληροῦντο καὶ ἐκινδύνευον. προσελθόντες δὲ διήγειραν αὐτὸν λέγοντες· Ἐπιστάτα ἐπιστάτα, ἀπολλύμεθα· ὁ δὲ ⸀διεγερθεὶς ἐπετίμησεν τῷ ἀνέμῳ καὶ τῷ κλύδωνι τοῦ ὕδατος, καὶ ἐπαύσαντο, καὶ ἐγένετο γαλήνη.",mark_used_luke,Luke,Mark,Luke 8:22–Luke 8:26,Mark 4:35–Mark 5:1,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,6.4128,4 Mark gap verse(s) as Markan addition. | 1 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
Mark↔Luke,loose_010,Mark 5:7–Mark 5:27 / Luke 8:28–Luke 8:44,9,0.3807,21,17,12,8,,,,,minor_gap_or_local_relocation,Mark 5:7–Mark 5:27,Luke 8:28–Luke 8:44,Mark 5:7~Luke 8:28; Mark 5:11~Luke 8:32; Mark 5:13~Luke 8:33; Mark 5:14~Luke 8:34; Mark 5:15~Luke 8:35,"καὶ κράξας φωνῇ μεγάλῃ ⸀λέγει· Τί ἐμοὶ καὶ σοί, Ἰησοῦ υἱὲ τοῦ θεοῦ τοῦ ὑψίστου; ὁρκίζω σε τὸν θεόν, μή με βασανίσῃς. ἔλεγεν γὰρ αὐτῷ· Ἔξελθε τὸ πνεῦμα τὸ ἀκάθαρτον ἐκ τοῦ ἀνθρώπου. καὶ ἐπηρώτα αὐτόν· Τί ⸂ὄνομά σοι⸃; καὶ ⸂λέγει αὐτῷ⸃· ⸀Λεγιὼν ὄνομά μοι, ὅτι πολλοί ἐσμεν·","ἰδὼν δὲ τὸν ⸀Ἰησοῦν ἀνακράξας προσέπεσεν αὐτῷ καὶ φωνῇ μεγάλῃ εἶπεν· Τί ἐμοὶ καὶ σοί, Ἰησοῦ υἱὲ τοῦ θεοῦ τοῦ ὑψίστου; δέομαί σου, μή με βασανίσῃς· ⸀παρήγγελλεν γὰρ τῷ πνεύματι τῷ ἀκαθάρτῳ ἐξελθεῖν ἀπὸ τοῦ ἀνθρώπου. πολλοῖς γὰρ χρόνοις συνηρπάκει αὐτόν, καὶ ⸀ἐδεσμεύετο ἁλύσεσιν καὶ πέδαις φυλασσόμενος, καὶ διαρρήσσων τὰ δεσμὰ ἠλαύνετο ⸀ὑπὸ τοῦ ⸀δαιμονίου εἰς τὰς ἐρήμους. ἐπηρώτησεν δὲ αὐτὸν ὁ ⸀Ἰησοῦς· Τί σοι ⸂ὄνομά ἐστιν⸃; ὁ δὲ εἶπεν· Λεγιών, ὅτι ⸂εἰσῆλθεν δαιμόνια πολλὰ⸃ εἰς αὐτόν.",luke_used_mark,Mark,Luke,Mark 5:7–Mark 5:27,Luke 8:28–Luke 8:44,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,19.8237,"8 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 12 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
Mark↔Luke,loose_010,Mark 5:7–Mark 5:27 / Luke 8:28–Luke 8:44,9,0.3807,21,17,12,8,,,,,minor_gap_or_local_relocation,Mark 5:7–Mark 5:27,Luke 8:28–Luke 8:44,Mark 5:7~Luke 8:28; Mark 5:11~Luke 8:32; Mark 5:13~Luke 8:33; Mark 5:14~Luke 8:34; Mark 5:15~Luke 8:35,"καὶ κράξας φωνῇ μεγάλῃ ⸀λέγει· Τί ἐμοὶ καὶ σοί, Ἰησοῦ υἱὲ τοῦ θεοῦ τοῦ ὑψίστου; ὁρκίζω σε τὸν θεόν, μή με βασανίσῃς. ἔλεγεν γὰρ αὐτῷ· Ἔξελθε τὸ πνεῦμα τὸ ἀκάθαρτον ἐκ τοῦ ἀνθρώπου. καὶ ἐπηρώτα αὐτόν· Τί ⸂ὄνομά σοι⸃; καὶ ⸂λέγει αὐτῷ⸃· ⸀Λεγιὼν ὄνομά μοι, ὅτι πολλοί ἐσμεν·","ἰδὼν δὲ τὸν ⸀Ἰησοῦν ἀνακράξας προσέπεσεν αὐτῷ καὶ φωνῇ μεγάλῃ εἶπεν· Τί ἐμοὶ καὶ σοί, Ἰησοῦ υἱὲ τοῦ θεοῦ τοῦ ὑψίστου; δέομαί σου, μή με βασανίσῃς· ⸀παρήγγελλεν γὰρ τῷ πνεύματι τῷ ἀκαθάρτῳ ἐξελθεῖν ἀπὸ τοῦ ἀνθρώπου. πολλοῖς γὰρ χρόνοις συνηρπάκει αὐτόν, καὶ ⸀ἐδεσμεύετο ἁλύσεσιν καὶ πέδαις φυλασσόμενος, καὶ διαρρήσσων τὰ δεσμὰ ἠλαύνετο ⸀ὑπὸ τοῦ ⸀δαιμονίου εἰς τὰς ἐρήμους. ἐπηρώτησεν δὲ αὐτὸν ὁ ⸀Ἰησοῦς· Τί σοι ⸂ὄνομά ἐστιν⸃; ὁ δὲ εἶπεν· Λεγιών, ὅτι ⸂εἰσῆλθεν δαιμόνια πολλὰ⸃ εἰς αὐτόν.",mark_used_luke,Luke,Mark,Luke 8:28–Luke 8:44,Mark 5:7–Mark 5:27,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,23.6237,12 Mark gap verse(s) as Markan addition. | 8 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
Mark↔Luke,loose_011,Mark 5:34–Mark 5:41 / Luke 8:48–Luke 8:54,5,0.32,8,7,3,2,,,,,minor_gap_or_local_relocation,Mark 5:34–Mark 5:41,Luke 8:48–Luke 8:54,Mark 5:34~Luke 8:48; Mark 5:35~Luke 8:49; Mark 5:36~Luke 8:50; Mark 5:39~Luke 8:52; Mark 5:41~Luke 8:54,"ὁ δὲ εἶπεν αὐτῇ· ⸀Θυγάτηρ, ἡ πίστις σου σέσωκέν σε· ὕπαγε εἰς εἰρήνην, καὶ ἴσθι ὑγιὴς ἀπὸ τῆς μάστιγός σου. Ἔτι αὐτοῦ λαλοῦντος ἔρχονται ἀπὸ τοῦ ἀρχισυναγώγου λέγοντες ὅτι Ἡ θυγάτηρ σου ἀπέθανεν· τί ἔτι σκύλλεις τὸν διδάσκαλον; ὁ δὲ Ἰησοῦς ⸀παρακούσας τὸν λόγον λαλούμενον λέγει τῷ ἀρχισυναγώγῳ· Μὴ φοβοῦ, μόνον πίστευε.","ὁ δὲ εἶπεν αὐτῇ· ⸀Θυγάτηρ, ἡ πίστις σου σέσωκέν σε· πορεύου εἰς εἰρήνην. Ἔτι αὐτοῦ λαλοῦντος ἔρχεταί τις παρὰ τοῦ ἀρχισυναγώγου ⸀λέγων ὅτι Τέθνηκεν ἡ θυγάτηρ σου, ⸀μηκέτι σκύλλε τὸν διδάσκαλον. ὁ δὲ Ἰησοῦς ἀκούσας ἀπεκρίθη ⸀αὐτῷ· Μὴ φοβοῦ, μόνον ⸀πίστευσον, καὶ σωθήσεται.",luke_used_mark,Mark,Luke,Mark 5:34–Mark 5:41,Luke 8:48–Luke 8:54,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,5.7,"2 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 3 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
Mark↔Luke,loose_011,Mark 5:34–Mark 5:41 / Luke 8:48–Luke 8:54,5,0.32,8,7,3,2,,,,,minor_gap_or_local_relocation,Mark 5:34–Mark 5:41,Luke 8:48–Luke 8:54,Mark 5:34~Luke 8:48; Mark 5:35~Luke 8:49; Mark 5:36~Luke 8:50; Mark 5:39~Luke 8:52; Mark 5:41~Luke 8:54,"ὁ δὲ εἶπεν αὐτῇ· ⸀Θυγάτηρ, ἡ πίστις σου σέσωκέν σε· ὕπαγε εἰς εἰρήνην, καὶ ἴσθι ὑγιὴς ἀπὸ τῆς μάστιγός σου. Ἔτι αὐτοῦ λαλοῦντος ἔρχονται ἀπὸ τοῦ ἀρχισυναγώγου λέγοντες ὅτι Ἡ θυγάτηρ σου ἀπέθανεν· τί ἔτι σκύλλεις τὸν διδάσκαλον; ὁ δὲ Ἰησοῦς ⸀παρακούσας τὸν λόγον λαλούμενον λέγει τῷ ἀρχισυναγώγῳ· Μὴ φοβοῦ, μόνον πίστευε.","ὁ δὲ εἶπεν αὐτῇ· ⸀Θυγάτηρ, ἡ πίστις σου σέσωκέν σε· πορεύου εἰς εἰρήνην. Ἔτι αὐτοῦ λαλοῦντος ἔρχεταί τις παρὰ τοῦ ἀρχισυναγώγου ⸀λέγων ὅτι Τέθνηκεν ἡ θυγάτηρ σου, ⸀μηκέτι σκύλλε τὸν διδάσκαλον. ὁ δὲ Ἰησοῦς ἀκούσας ἀπεκρίθη ⸀αὐτῷ· Μὴ φοβοῦ, μόνον ⸀πίστευσον, καὶ σωθήσεται.",mark_used_luke,Luke,Mark,Luke 8:48–Luke 8:54,Mark 5:34–Mark 5:41,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,6.65,3 Mark gap verse(s) as Markan addition. | 2 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
Mark↔Luke,loose_012,Mark 6:7–Mark 6:10 / Luke 9:1–Luke 9:4,3,0.2838,4,4,1,1,,,,,minor_gap_or_local_relocation,Mark 6:7–Mark 6:10,Luke 9:1–Luke 9:4,Mark 6:7~Luke 9:1; Mark 6:8~Luke 9:3; Mark 6:10~Luke 9:4,"καὶ προσκαλεῖται τοὺς δώδεκα, καὶ ἤρξατο αὐτοὺς ἀποστέλλειν δύο δύο, καὶ ἐδίδου αὐτοῖς ἐξουσίαν τῶν πνευμάτων τῶν ἀκαθάρτων, καὶ παρήγγειλεν αὐτοῖς ἵνα μηδὲν αἴρωσιν εἰς ὁδὸν εἰ μὴ ῥάβδον μόνον, μὴ ⸂ἄρτον, μὴ πήραν⸃, μὴ εἰς τὴν ζώνην χαλκόν, ἀλλὰ ὑποδεδεμένους σανδάλια, καὶ μὴ ⸀ἐνδύσησθε δύο χιτῶνας.","Συγκαλεσάμενος δὲ τοὺς δώδεκα ἔδωκεν αὐτοῖς δύναμιν καὶ ἐξουσίαν ἐπὶ πάντα τὰ δαιμόνια καὶ νόσους θεραπεύειν, καὶ ἀπέστειλεν αὐτοὺς κηρύσσειν τὴν βασιλείαν τοῦ θεοῦ καὶ ἰᾶσθαι ⸂τοὺς ἀσθενεῖς⸃, καὶ εἶπεν πρὸς αὐτούς· Μηδὲν αἴρετε εἰς τὴν ὁδόν, μήτε ⸀ῥάβδον μήτε πήραν μήτε ἄρτον μήτε ἀργύριον, μήτε ⸀ἀνὰ δύο χιτῶνας ἔχειν.",luke_used_mark,Mark,Luke,Mark 6:7–Mark 6:10,Luke 9:1–Luke 9:4,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,3.3486,"1 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 1 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
