catalog_type,direction_id,pair,unit_id,source_range,target_range,signal_strength,avg_score,operations,explanation_needed,response_model
block_order_or_rewriting_pressure,matthew_used_mark,Mark↔Matthew,6,Mark 2:5–Mark 2:22,Matt 9:2–Matt 9:17,1,0.458111,abbreviation; matt_omissions; tempo_smoothing; matt_interposition,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
block_order_or_rewriting_pressure,mark_used_matthew,Mark↔Matthew,6,Matt 9:2–Matt 9:17,Mark 2:5–Mark 2:22,1,0.458111,expansion; mark_additions; tempo_intensification; mark_nonuse_of_matt_gap,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
block_order_or_rewriting_pressure,matthew_used_mark,Mark↔Matthew,7,Mark 2:23–Mark 3:7,Matt 12:1–Matt 12:15,1,0.377841,length_neutral; matt_additions; tempo_smoothing; matt_interposition,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
block_order_or_rewriting_pressure,mark_used_matthew,Mark↔Matthew,7,Matt 12:1–Matt 12:15,Mark 2:23–Mark 3:7,1,0.377841,length_neutral; mark_omissions; tempo_intensification; mark_nonuse_of_matt_gap,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
block_order_or_rewriting_pressure,matthew_used_mark,Mark↔Matthew,8,Mark 3:21–Mark 3:29,Matt 12:23–Matt 12:32,2,0.313823,expansion; matt_additions; matt_nonuse_of_mark_gap,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
block_order_or_rewriting_pressure,mark_used_matthew,Mark↔Matthew,8,Matt 12:23–Matt 12:32,Mark 3:21–Mark 3:29,2,0.313823,abbreviation; mark_omissions; mark_preserves_extra_material,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
block_order_or_rewriting_pressure,matthew_used_mark,Mark↔Matthew,9,Mark 3:31–Mark 4:11,Matt 12:46–Matt 13:11,1,0.531866,length_neutral; terminology_shift; verbal_smoothing; matt_interposition,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
block_order_or_rewriting_pressure,mark_used_matthew,Mark↔Matthew,9,Matt 12:46–Matt 13:11,Mark 3:31–Mark 4:11,1,0.531866,length_neutral; terminology_shift; verbal_vividization; mark_nonuse_of_matt_gap,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
block_order_or_rewriting_pressure,matthew_used_mark,Mark↔Matthew,11,Mark 4:31–Mark 4:34,Matt 13:31–Matt 13:34,2,0.242945,expansion; redistribution,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
block_order_or_rewriting_pressure,mark_used_matthew,Mark↔Matthew,11,Matt 13:31–Matt 13:34,Mark 4:31–Mark 4:34,2,0.242945,abbreviation; redistribution,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
block_order_or_rewriting_pressure,matthew_used_mark,Mark↔Matthew,12,Mark 6:2–Mark 6:5,Matt 13:54–Matt 13:58,1,0.414693,length_neutral; matt_additions; verbal_vividization; matt_nonuse_of_mark_gap,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
block_order_or_rewriting_pressure,mark_used_matthew,Mark↔Matthew,12,Matt 13:54–Matt 13:58,Mark 6:2–Mark 6:5,1,0.414693,length_neutral; mark_omissions; verbal_smoothing; mark_preserves_extra_material,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
block_order_or_rewriting_pressure,matthew_used_mark,Mark↔Matthew,13,Mark 6:14–Mark 7:3,Matt 14:2–Matt 15:2,1,0.376474,abbreviation; matt_omissions; tempo_smoothing; matt_nonuse_of_mark_gap,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
block_order_or_rewriting_pressure,mark_used_matthew,Mark↔Matthew,13,Matt 14:2–Matt 15:2,Mark 6:14–Mark 7:3,1,0.376474,expansion; mark_additions; tempo_intensification; mark_preserves_extra_material,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
block_order_or_rewriting_pressure,matthew_used_mark,Mark↔Matthew,15,Mark 8:2–Mark 8:20,Matt 15:32–Matt 16:10,2,0.341707,length_neutral; matt_omissions; tempo_smoothing; matt_nonuse_of_mark_gap,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
block_order_or_rewriting_pressure,mark_used_matthew,Mark↔Matthew,15,Matt 15:32–Matt 16:10,Mark 8:2–Mark 8:20,2,0.341707,length_neutral; mark_additions; tempo_intensification; mark_preserves_extra_material,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
block_order_or_rewriting_pressure,matthew_used_mark,Mark↔Matthew,17,Mark 9:42–Mark 9:47,Matt 18:6–Matt 18:9,1,0.509813,length_neutral; verbal_vividization; matt_nonuse_of_mark_gap,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
block_order_or_rewriting_pressure,mark_used_matthew,Mark↔Matthew,17,Matt 18:6–Matt 18:9,Mark 9:42–Mark 9:47,1,0.509813,length_neutral; verbal_smoothing; mark_preserves_extra_material,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
block_order_or_rewriting_pressure,matthew_used_mark,Mark↔Matthew,18,Mark 10:6–Mark 10:31,Matt 19:4–Matt 19:30,1,0.461435,length_neutral; matt_additions; terminology_shift; matt_interposition,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
block_order_or_rewriting_pressure,mark_used_matthew,Mark↔Matthew,18,Matt 19:4–Matt 19:30,Mark 10:6–Mark 10:31,1,0.461435,length_neutral; mark_omissions; terminology_shift; mark_nonuse_of_matt_gap,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
block_order_or_rewriting_pressure,matthew_used_mark,Mark↔Matthew,19,Mark 10:32–Mark 11:17,Matt 20:17–Matt 21:13,1,0.453304,abbreviation; matt_omissions; scripturalization; matt_interposition,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
block_order_or_rewriting_pressure,mark_used_matthew,Mark↔Matthew,19,Matt 20:17–Matt 21:13,Mark 10:32–Mark 11:17,1,0.453304,expansion; mark_additions; descripturalization; mark_nonuse_of_matt_gap,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
block_order_or_rewriting_pressure,matthew_used_mark,Mark↔Matthew,21,Mark 12:13–Mark 12:37,Matt 22:15–Matt 22:45,1,0.411023,abbreviation; matt_additions; descripturalization; matt_interposition,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
block_order_or_rewriting_pressure,mark_used_matthew,Mark↔Matthew,21,Matt 22:15–Matt 22:45,Mark 12:13–Mark 12:37,1,0.411023,expansion; mark_omissions; scripturalization; mark_nonuse_of_matt_gap,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
block_order_or_rewriting_pressure,matthew_used_mark,Mark↔Matthew,22,Mark 13:1–Mark 13:32,Matt 24:1–Matt 24:36,1,0.629637,length_neutral; matt_additions; tempo_intensification; matt_interposition,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
block_order_or_rewriting_pressure,mark_used_matthew,Mark↔Matthew,22,Matt 24:1–Matt 24:36,Mark 13:1–Mark 13:32,1,0.629637,length_neutral; mark_omissions; tempo_smoothing; mark_nonuse_of_matt_gap,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
block_order_or_rewriting_pressure,matthew_used_mark,Mark↔Matthew,23,Mark 14:1–Mark 15:1,Matt 26:4–Matt 27:1,1,0.449605,length_neutral; tempo_smoothing; scripturalization; matt_interposition,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
block_order_or_rewriting_pressure,mark_used_matthew,Mark↔Matthew,23,Matt 26:4–Matt 27:1,Mark 14:1–Mark 15:1,1,0.449605,length_neutral; tempo_intensification; descripturalization; mark_nonuse_of_matt_gap,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
block_order_or_rewriting_pressure,matthew_used_mark,Mark↔Matthew,24,Mark 15:2–Mark 15:47,Matt 27:11–Matt 27:61,1,0.363253,expansion; matt_additions; tempo_intensification; scripturalization; matt_interposition,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
block_order_or_rewriting_pressure,mark_used_matthew,Mark↔Matthew,24,Matt 27:11–Matt 27:61,Mark 15:2–Mark 15:47,1,0.363253,abbreviation; mark_omissions; tempo_smoothing; descripturalization; mark_nonuse_of_matt_gap,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
block_order_or_rewriting_pressure,luke_used_mark,Mark↔Luke,loose_002,Mark 1:7–Mark 1:11,Luke 3:16–Luke 3:22,1,0.3188,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
block_order_or_rewriting_pressure,mark_used_luke,Mark↔Luke,loose_002,Luke 3:16–Luke 3:22,Mark 1:7–Mark 1:11,1,0.3188,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
block_order_or_rewriting_pressure,luke_used_mark,Mark↔Luke,loose_008,Mark 4:4–Mark 4:25,Luke 8:5–Luke 8:18,2,0.3259,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
block_order_or_rewriting_pressure,mark_used_luke,Mark↔Luke,loose_008,Luke 8:5–Luke 8:18,Mark 4:4–Mark 4:25,2,0.3259,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
block_order_or_rewriting_pressure,luke_used_mark,Mark↔Luke,loose_009,Mark 4:35–Mark 5:1,Luke 8:22–Luke 8:26,1,0.2843,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
block_order_or_rewriting_pressure,mark_used_luke,Mark↔Luke,loose_009,Luke 8:22–Luke 8:26,Mark 4:35–Mark 5:1,1,0.2843,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
block_order_or_rewriting_pressure,luke_used_mark,Mark↔Luke,loose_011,Mark 5:34–Mark 5:41,Luke 8:48–Luke 8:54,1,0.32,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
block_order_or_rewriting_pressure,mark_used_luke,Mark↔Luke,loose_011,Luke 8:48–Luke 8:54,Mark 5:34–Mark 5:41,1,0.32,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
block_order_or_rewriting_pressure,luke_used_mark,Mark↔Luke,loose_012,Mark 6:7–Mark 6:10,Luke 9:1–Luke 9:4,1,0.2838,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
block_order_or_rewriting_pressure,mark_used_luke,Mark↔Luke,loose_012,Luke 9:1–Luke 9:4,Mark 6:7–Mark 6:10,1,0.2838,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
block_order_or_rewriting_pressure,luke_used_mark,Mark↔Luke,loose_013,Mark 6:16–Mark 6:16,Luke 9:9–Luke 9:9,1,0.2417,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
block_order_or_rewriting_pressure,mark_used_luke,Mark↔Luke,loose_013,Luke 9:9–Luke 9:9,Mark 6:16–Mark 6:16,1,0.2417,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
block_order_or_rewriting_pressure,luke_used_mark,Mark↔Luke,loose_014,Mark 6:30–Mark 6:30,Luke 9:10–Luke 9:10,1,0.24,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
block_order_or_rewriting_pressure,mark_used_luke,Mark↔Luke,loose_014,Luke 9:10–Luke 9:10,Mark 6:30–Mark 6:30,1,0.24,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
block_order_or_rewriting_pressure,luke_used_mark,Mark↔Luke,loose_019,Mark 9:50–Mark 10:5,Luke 14:34–Luke 15:3,1,0.2483,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
block_order_or_rewriting_pressure,mark_used_luke,Mark↔Luke,loose_019,Luke 14:34–Luke 15:3,Mark 9:50–Mark 10:5,1,0.2483,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
block_order_or_rewriting_pressure,luke_used_mark,Mark↔Luke,loose_020,Mark 10:8–Mark 10:8,Luke 17:35–Luke 17:35,1,0.2058,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
block_order_or_rewriting_pressure,mark_used_luke,Mark↔Luke,loose_020,Luke 17:35–Luke 17:35,Mark 10:8–Mark 10:8,1,0.2058,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
block_order_or_rewriting_pressure,luke_used_mark,Mark↔Luke,loose_023,Mark 11:1–Mark 11:18,Luke 19:29–Luke 19:47,1,0.3462,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
block_order_or_rewriting_pressure,mark_used_luke,Mark↔Luke,loose_023,Luke 19:29–Luke 19:47,Mark 11:1–Mark 11:18,1,0.3462,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
block_order_or_rewriting_pressure,luke_used_mark,Mark↔Luke,loose_031,Mark 14:36–Mark 14:48,Luke 22:42–Luke 22:52,1,0.2971,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
block_order_or_rewriting_pressure,mark_used_luke,Mark↔Luke,loose_031,Luke 22:42–Luke 22:52,Mark 14:36–Mark 14:48,1,0.2971,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
block_order_or_rewriting_pressure,luke_used_mark,Mark↔Luke,loose_032,Mark 14:72–Mark 14:72,Luke 22:61–Luke 22:61,1,0.2781,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
block_order_or_rewriting_pressure,mark_used_luke,Mark↔Luke,loose_032,Luke 22:61–Luke 22:61,Mark 14:72–Mark 14:72,1,0.2781,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
block_order_or_rewriting_pressure,luke_used_mark,Mark↔Luke,loose_034,Mark 15:21–Mark 15:21,Luke 23:26–Luke 23:26,1,0.3451,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
block_order_or_rewriting_pressure,mark_used_luke,Mark↔Luke,loose_034,Luke 23:26–Luke 23:26,Mark 15:21–Mark 15:21,1,0.3451,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
block_order_or_rewriting_pressure,luke_used_mark,Mark↔Luke,loose_035,Mark 15:26–Mark 15:43,Luke 23:38–Luke 23:52,1,0.3363,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
block_order_or_rewriting_pressure,mark_used_luke,Mark↔Luke,loose_035,Luke 23:38–Luke 23:52,Mark 15:26–Mark 15:43,1,0.3363,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
block_order_or_rewriting_pressure,luke_used_matthew,Matthew↔Luke,1,Matt 1:21–Matt 1:21,Luke 1:13–Luke 1:13,1,0.181643,expansion,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.","Luke deliberately disperses, abbreviates, and de-Mattheanizes Matthean sayings into Lukan narrative/travel contexts."
block_order_or_rewriting_pressure,matthew_used_luke,Matthew↔Luke,1,Luke 1:13–Luke 1:13,Matt 1:21–Matt 1:21,1,0.181643,expansion,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Matthew relocates Lukan/Luke-like sayings into large discourses and overlays Matthean fulfillment/Jewish-teaching structure.
block_order_or_rewriting_pressure,luke_used_matthew,Matthew↔Luke,2,Matt 1:23–Matt 1:25,Luke 1:27–Luke 1:31,1,0.376184,expansion; lexical_paraphrase; reordering_or_redistribution,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.","Luke deliberately disperses, abbreviates, and de-Mattheanizes Matthean sayings into Lukan narrative/travel contexts."
block_order_or_rewriting_pressure,matthew_used_luke,Matthew↔Luke,2,Luke 1:27–Luke 1:31,Matt 1:23–Matt 1:25,1,0.376184,expansion; lexical_paraphrase; reordering_or_redistribution,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Matthew relocates Lukan/Luke-like sayings into large discourses and overlays Matthean fulfillment/Jewish-teaching structure.
block_order_or_rewriting_pressure,luke_used_matthew,Matthew↔Luke,3,Matt 2:10–Matt 2:10,Luke 2:10–Luke 2:10,1,0.180106,expansion,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.","Luke deliberately disperses, abbreviates, and de-Mattheanizes Matthean sayings into Lukan narrative/travel contexts."
block_order_or_rewriting_pressure,matthew_used_luke,Matthew↔Luke,3,Luke 2:10–Luke 2:10,Matt 2:10–Matt 2:10,1,0.180106,expansion,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.",Matthew relocates Lukan/Luke-like sayings into large discourses and overlays Matthean fulfillment/Jewish-teaching structure.
block_order_or_rewriting_pressure,luke_used_matthew,Matthew↔Luke,4,Matt 3:3–Matt 3:17,Luke 3:4–Luke 3:22,1,0.609856,expansion; lexical_paraphrase; reordering_or_redistribution; matthean_diction_reduced,"Explain local low similarity, reordering/redistribution, or asymmetrical gap material under the direction hypothesis.","Luke deliberately disperses, abbreviates, and de-Mattheanizes Matthean sayings into Lukan narrative/travel contexts."
