source_book,source_ref,source_idx,target_book,target_ref_window,target_start_idx,target_window_n_verses,score,cheap_score,token_jaccard,stem_jaccard,bigram_dice,trigram_dice,lcs_len,lcs_ratio,max_exact_run_len,max_exact_run,shared_content_token_count,shared_content_tokens
Luke,Luke 1:8,8,John,John 6:21-6:21,233,1,0.1329,0.0954,0.1538,0.1538,0.0,0.0,2,0.3333,1,εγενετο,2,εγενετο τησ
Luke,Luke 1:8,8,John,John 2:1-2:1,52,1,0.1281,0.0901,0.1429,0.1429,0.0,0.0,2,0.3333,1,εγενετο,2,εγενετο τησ
Luke,Luke 1:8,8,John,John 6:20-6:21,232,2,0.1206,0.0776,0.125,0.125,0.0,0.0,2,0.3333,1,εγενετο,2,εγενετο τησ
Luke,Luke 1:8,8,John,John 7:42-7:43,325,2,0.0922,0.0729,0.1176,0.1176,0.0,0.0,1,0.1667,1,εγενετο,2,εγενετο τησ
Luke,Luke 1:8,8,John,John 7:43-7:43,326,1,0.1106,0.0711,0.1111,0.1111,0.0,0.0,1,0.25,1,εγενετο,1,εγενετο
Luke,Luke 1:9,9,John,John 7:14-7:14,297,1,0.1064,0.0839,0.1333,0.1333,0.0,0.0,2,0.25,1,τησ,2,εισ τησ
Luke,Luke 1:9,9,John,John 4:3-4:4,115,2,0.0875,0.0837,0.1333,0.1333,0.0,0.0,1,0.125,1,τησ,2,εισ τησ
Luke,Luke 1:9,9,John,John 6:21-6:21,233,1,0.1064,0.0819,0.1333,0.1333,0.0,0.0,2,0.25,1,τησ,2,εισ τησ
Luke,Luke 1:9,9,John,John 4:54-4:54,166,1,0.103,0.0786,0.125,0.125,0.0,0.0,2,0.25,1,τησ,2,εισ τησ
Luke,Luke 1:9,9,John,John 3:4-3:4,80,1,0.085,0.0739,0.1053,0.1667,0.0,0.0,1,0.125,1,τησ,2,εισ τησ
Luke,Luke 1:10,10,John,John 2:4-2:4,55,1,0.0819,0.0615,0.0909,0.0909,0.0,0.0,1,0.1667,1,ωρα,1,ωρα
Luke,Luke 1:10,10,John,John 5:3-5:3,169,1,0.0788,0.0565,0.0833,0.0833,0.0,0.0,1,0.1667,1,πληθοσ,1,πληθοσ
Luke,Luke 1:10,10,John,John 6:37-6:37,249,1,0.0786,0.0551,0.0833,0.0833,0.0,0.0,1,0.1667,1,εξω,1,εξω
Luke,Luke 1:10,10,John,John 12:23-12:23,558,1,0.0759,0.0516,0.0769,0.0769,0.0,0.0,1,0.1667,1,ωρα,1,ωρα
Luke,Luke 1:10,10,John,John 11:43-11:43,521,1,0.0756,0.0511,0.0769,0.0769,0.0,0.0,1,0.1667,1,εξω,1,εξω
Luke,Luke 1:11,11,John,John 12:29-12:29,564,1,0.1303,0.1398,0.2143,0.2143,0.0,0.0,1,0.1429,1,αυτω,3,αγγελοσ αυτω εστωσ
Luke,Luke 1:11,11,John,John 18:25-18:25,765,1,0.0987,0.0942,0.1429,0.1429,0.0,0.0,1,0.1429,1,αυτω,2,αυτω εστωσ
Luke,Luke 1:11,11,John,John 12:28-12:29,563,2,0.0969,0.0889,0.1364,0.1429,0.0,0.0,1,0.1429,1,αυτω,3,αγγελοσ αυτω εστωσ
Luke,Luke 1:11,11,John,John 12:29-12:30,564,2,0.0964,0.0884,0.1364,0.1364,0.0,0.0,1,0.1429,1,αυτω,3,αγγελοσ αυτω εστωσ
Luke,Luke 1:11,11,John,John 12:28-12:30,563,3,0.0822,0.067,0.1034,0.1071,0.0,0.0,1,0.1429,1,αυτω,3,αγγελοσ αυτω εστωσ
Luke,Luke 1:12,12,John,John 21:21-21:21,874,1,0.0821,0.0618,0.0909,0.0909,0.0,0.0,1,0.1667,1,ιδων,1,ιδων
Luke,Luke 1:12,12,John,John 18:4-18:4,744,1,0.0784,0.0555,0.0833,0.0833,0.0,0.0,1,0.1667,1,επ,1,επ
Luke,Luke 1:12,12,John,John 12:14-12:14,549,1,0.0755,0.0508,0.0769,0.0769,0.0,0.0,1,0.1667,1,επ,1,επ
Luke,Luke 1:12,12,John,John 8:59-8:59,395,1,0.0753,0.0504,0.0769,0.0769,0.0,0.0,1,0.1667,1,επ,1,επ
Luke,Luke 1:12,12,John,John 7:44-7:44,327,1,0.073,0.0468,0.0714,0.0714,0.0,0.0,1,0.1667,1,επ,1,επ
Luke,Luke 1:13,13,John,John 5:33-5:33,198,1,0.1148,0.0701,0.1111,0.1111,0.0,0.0,2,0.3333,1,προσ,2,ιωαννην προσ
Luke,Luke 1:13,13,John,John 4:15-4:15,127,1,0.074,0.0563,0.087,0.087,0.0,0.0,2,0.1818,1,προσ,2,γυνη προσ
Luke,Luke 1:13,13,John,John 5:33-5:34,198,2,0.0633,0.0532,0.08,0.08,0.0,0.0,2,0.1429,1,προσ,2,ιωαννην προσ
Luke,Luke 1:13,13,John,John 5:32-5:33,197,2,0.062,0.05,0.0769,0.0769,0.0,0.0,2,0.1429,1,προσ,2,ιωαννην προσ
Luke,Luke 1:13,13,John,John 3:26-3:26,102,1,0.0609,0.0486,0.0741,0.0741,0.0,0.0,2,0.1429,1,προσ,2,ιωαννην προσ
Luke,Luke 1:14,14,John,John 10:42-10:42,478,1,0.1116,0.0732,0.1111,0.1111,0.0,0.0,1,0.25,1,πολλοι,1,πολλοι
Luke,Luke 1:14,14,John,John 15:11-15:11,665,1,0.0871,0.0708,0.1,0.1,0.0,0.0,1,0.1667,1,χαρα,1,χαρα
Luke,Luke 1:14,14,John,John 8:30-8:30,366,1,0.0942,0.0667,0.1,0.1,0.0,0.0,1,0.2,1,πολλοι,1,πολλοι
Luke,Luke 1:14,14,John,John 12:11-12:11,546,1,0.0816,0.061,0.0909,0.0909,0.0,0.0,1,0.1667,1,πολλοι,1,πολλοι
Luke,Luke 1:14,14,John,John 10:20-10:20,456,1,0.0816,0.0608,0.0909,0.0909,0.0,0.0,1,0.1667,1,πολλοι,1,πολλοι
Luke,Luke 1:15,15,John,John 3:4-3:5,80,2,0.0544,0.0472,0.0625,0.0968,0.0,0.0,1,0.0833,1,πνευματοσ,2,μητροσ πνευματοσ
Luke,Luke 1:15,15,John,John 7:38-7:39,321,2,0.0501,0.0437,0.0645,0.0645,0.0,0.0,1,0.0833,1,πνευματοσ,2,κοιλιασ πνευματοσ
Luke,Luke 1:15,15,John,John 3:3-3:5,79,3,0.0515,0.0424,0.0571,0.0882,0.0,0.0,1,0.0833,1,πνευματοσ,2,μητροσ πνευματοσ
Luke,Luke 1:15,15,John,John 3:4-3:6,80,3,0.0498,0.0404,0.0541,0.0833,0.0,0.0,1,0.0833,1,πνευματοσ,2,μητροσ πνευματοσ
Luke,Luke 1:15,15,John,John 3:6-3:6,82,1,0.0527,0.0386,0.0556,0.0556,0.0,0.0,1,0.1111,1,πνευματοσ,1,πνευματοσ
Luke,Luke 1:16,16,John,John 1:2-1:2,2,1,0.1119,0.0738,0.1111,0.1111,0.0,0.0,1,0.25,1,θεον,1,θεον
Luke,Luke 1:16,16,John,John 1:1-1:1,1,1,0.086,0.0673,0.1,0.1,0.0,0.0,1,0.1667,1,θεον,1,θεον
Luke,Luke 1:16,16,John,John 14:1-14:1,624,1,0.082,0.0597,0.0909,0.0909,0.0,0.0,1,0.1667,1,θεον,1,θεον
Luke,Luke 1:16,16,John,John 1:1-1:2,1,2,0.0821,0.0582,0.0909,0.0909,0.0,0.0,1,0.1667,1,θεον,1,θεον
Luke,Luke 1:16,16,John,John 3:10-3:10,86,1,0.0792,0.0572,0.0833,0.0833,0.0,0.0,1,0.1667,1,ισραηλ,1,ισραηλ
Luke,Luke 1:17,17,John,John 7:9-7:9,292,1,0.0706,0.0299,0.0476,0.0476,0.0,0.0,1,0.2,1,αυτοσ,1,αυτοσ
Luke,Luke 1:17,17,John,John 4:2-4:2,114,1,0.0614,0.0288,0.0455,0.0455,0.0,0.0,1,0.1667,1,αυτοσ,1,αυτοσ
Luke,Luke 1:17,17,John,John 2:24-2:24,75,1,0.0614,0.0288,0.0455,0.0455,0.0,0.0,1,0.1667,1,αυτοσ,1,αυτοσ
Luke,Luke 1:17,17,John,John 6:6-6:6,218,1,0.0614,0.0287,0.0455,0.0455,0.0,0.0,1,0.1667,1,αυτοσ,1,αυτοσ
Luke,Luke 1:17,17,John,John 11:52-11:52,530,1,0.055,0.0284,0.0435,0.0435,0.0,0.0,1,0.1429,1,τεκνα,1,τεκνα
Luke,Luke 1:18,18,John,John 4:15-4:15,127,1,0.1014,0.0976,0.15,0.15,0.0,0.0,2,0.1818,1,προσ,3,γυνη προσ τουτο
Luke,Luke 1:18,18,John,John 8:24-8:24,360,1,0.1084,0.0901,0.1333,0.1333,0.0,0.0,2,0.25,1,ειμι,2,ειμι ταισ
Luke,Luke 1:18,18,John,John 4:15-4:16,127,2,0.0874,0.0801,0.125,0.125,0.0,0.0,2,0.1667,1,προσ,3,γυνη προσ τουτο
Luke,Luke 1:18,18,John,John 13:28-13:28,613,1,0.0957,0.0788,0.125,0.125,0.0,0.0,1,0.1667,1,προσ,2,προσ τουτο
Luke,Luke 1:18,18,John,John 11:28-11:29,506,2,0.0814,0.0706,0.1111,0.1111,0.0,0.0,2,0.1667,1,προσ,3,αυτησ προσ τουτο
Luke,Luke 1:19,19,John,John 14:6-14:6,629,1,0.1075,0.093,0.1429,0.1429,0.0,0.0,3,0.25,1,αυτω,3,αυτω ειμι προσ
Luke,Luke 1:19,19,John,John 12:29-12:29,564,1,0.1137,0.0897,0.1,0.1,0.1,0.0,2,0.2,2,αγγελοσ αυτω,2,αγγελοσ αυτω
Luke,Luke 1:19,19,John,John 18:24-18:25,764,2,0.0869,0.0797,0.125,0.125,0.0,0.0,2,0.1667,1,αυτω,3,αυτω ειμι προσ
Luke,Luke 1:19,19,John,John 13:28-13:28,613,1,0.095,0.0774,0.125,0.125,0.0,0.0,1,0.1667,1,αυτω,2,αυτω προσ
Luke,Luke 1:19,19,John,John 13:6-13:7,591,2,0.0849,0.076,0.12,0.12,0.0,0.0,2,0.1667,1,αυτω,3,αυτω προσ ταυτα
Luke,Luke 1:20,20,John,John 8:30-8:30,366,1,0.1288,0.067,0.0952,0.15,0.0,0.0,2,0.4,1,ταυτα,2,εισ ταυτα
Luke,Luke 1:20,20,John,John 11:6-11:7,484,2,0.0838,0.0663,0.1034,0.1034,0.0,0.0,3,0.2143,1,ημερασ,3,εισ ημερασ τοισ
Luke,Luke 1:20,20,John,John 18:1-18:1,741,1,0.0795,0.0639,0.1,0.1,0.0,0.0,3,0.2,1,ταυτα,3,εισ ταυτα τοισ
Luke,Luke 1:20,20,John,John 5:1-5:2,167,2,0.061,0.0586,0.0909,0.0909,0.0,0.0,2,0.1111,1,ταυτα,3,εισ ταυτα τοισ
Luke,Luke 1:20,20,John,John 5:14-5:15,179,2,0.06,0.0566,0.0857,0.0882,0.0,0.0,2,0.1111,1,γενηται,3,γενηται ταυτα τοισ
Luke,Luke 1:21,21,John,John 7:15-7:15,298,1,0.0766,0.053,0.0769,0.0769,0.0,0.0,1,0.1667,1,εθαυμαζον,1,εθαυμαζον
Luke,Luke 1:21,21,John,John 8:2-8:2,338,1,0.0716,0.0448,0.0667,0.0667,0.0,0.0,1,0.1667,1,λαοσ,1,λαοσ
Luke,Luke 1:21,21,John,John 4:27-4:27,139,1,0.0684,0.04,0.0588,0.0588,0.0,0.0,1,0.1667,1,εθαυμαζον,1,εθαυμαζον
Luke,Luke 1:21,21,John,John 8:1-8:2,337,2,0.0654,0.0349,0.0526,0.0526,0.0,0.0,1,0.1667,1,λαοσ,1,λαοσ
Luke,Luke 1:21,21,John,John 4:26-4:27,138,2,0.0645,0.034,0.05,0.05,0.0,0.0,1,0.1667,1,εθαυμαζον,1,εθαυμαζον
Luke,Luke 1:22,22,John,John 2:24-2:24,75,1,0.1203,0.0774,0.125,0.125,0.0,0.0,2,0.3333,1,αυτοισ,2,αυτοισ αυτοσ
Luke,Luke 1:22,22,John,John 2:24-2:25,75,2,0.0687,0.057,0.087,0.0909,0.0,0.0,2,0.1538,1,αυτοισ,2,αυτοισ αυτοσ
Luke,Luke 1:22,22,John,John 6:6-6:7,218,2,0.0625,0.0477,0.0741,0.0741,0.0,0.0,2,0.1538,1,αυτοισ,2,αυτοισ αυτοσ
Luke,Luke 1:22,22,John,John 6:46-6:46,258,1,0.0721,0.0467,0.0667,0.0667,0.0,0.0,1,0.1667,1,εωρακεν,1,εωρακεν
Luke,Luke 1:22,22,John,John 2:23-2:24,74,2,0.0616,0.0462,0.0714,0.0714,0.0,0.0,2,0.1538,1,αυτοισ,2,αυτοισ αυτοσ
Luke,Luke 1:23,23,John,John 4:3-4:4,115,2,0.167,0.1595,0.2,0.2,0.125,0.0,2,0.2222,2,απηλθεν εισ,3,απηλθεν εισ τησ
Luke,Luke 1:23,23,John,John 7:53-7:53,336,1,0.2407,0.1589,0.1818,0.1818,0.1818,0.0,2,0.5,2,εισ οικον,2,εισ οικον
Luke,Luke 1:23,23,John,John 4:3-4:3,115,1,0.2061,0.1466,0.1667,0.1667,0.1667,0.0,2,0.4,2,απηλθεν εισ,2,απηλθεν εισ
Luke,Luke 1:23,23,John,John 7:53-8:1,336,2,0.143,0.1263,0.1429,0.1429,0.125,0.0,2,0.2222,2,εισ οικον,2,εισ οικον
Luke,Luke 1:23,23,John,John 6:21-6:21,233,1,0.1471,0.1255,0.2,0.2,0.0,0.0,3,0.3333,1,εγενετο,3,εγενετο εισ τησ
Luke,Luke 1:24,24,John,John 4:43-4:43,155,1,0.112,0.0813,0.125,0.125,0.0,0.0,2,0.2857,1,τασ,2,ημερασ τασ
Luke,Luke 1:24,24,John,John 4:18-4:19,130,2,0.0597,0.0556,0.0833,0.0833,0.0,0.0,1,0.0909,1,γυνη,2,γυνη πεντε
Luke,Luke 1:24,24,John,John 4:43-4:44,155,2,0.073,0.0549,0.0833,0.0833,0.0,0.0,2,0.1818,1,τασ,2,ημερασ τασ
Luke,Luke 1:24,24,John,John 8:4-8:5,340,2,0.0576,0.052,0.08,0.08,0.0,0.0,1,0.0909,1,τασ,2,γυνη τασ
Luke,Luke 1:24,24,John,John 4:17-4:18,129,2,0.0693,0.0486,0.0741,0.0741,0.0,0.0,2,0.1818,1,γυνη,2,γυνη πεντε
Luke,Luke 1:25,25,John,John 20:28-20:28,850,1,0.0838,0.0501,0.0769,0.0769,0.0,0.0,1,0.2,1,κυριοσ,1,κυριοσ
Luke,Luke 1:25,25,John,John 7:46-7:46,329,1,0.0728,0.0465,0.0714,0.0714,0.0,0.0,1,0.1667,1,ουτωσ,1,ουτωσ
Luke,Luke 1:25,25,John,John 13:13-13:13,598,1,0.0649,0.044,0.0667,0.0667,0.0,0.0,1,0.1429,1,κυριοσ,1,κυριοσ
Luke,Luke 1:25,25,John,John 5:26-5:26,191,1,0.0557,0.0421,0.0625,0.0667,0.0,0.0,1,0.1111,1,ουτωσ,1,ουτωσ
Luke,Luke 1:25,25,John,John 4:28-4:28,140,1,0.0543,0.0409,0.0588,0.0588,0.0,0.0,1,0.1111,1,ανθρωποισ,1,ανθρωποισ
Luke,Luke 1:26,26,John,John 4:5-4:5,117,1,0.1758,0.1459,0.1429,0.1429,0.1818,0.1,3,0.2727,3,εισ πολιν τησ,3,εισ πολιν τησ
Luke,Luke 1:26,26,John,John 4:4-4:5,116,2,0.1632,0.1276,0.1304,0.1304,0.1538,0.0833,3,0.2727,3,εισ πολιν τησ,3,εισ πολιν τησ
Luke,Luke 1:26,26,John,John 4:8-4:8,120,1,0.1674,0.116,0.1333,0.1333,0.1333,0.0,2,0.3333,2,εισ πολιν,2,εισ πολιν
Luke,Luke 1:26,26,John,John 4:3-4:5,115,3,0.1549,0.1142,0.1111,0.1538,0.129,0.069,3,0.2727,3,εισ πολιν τησ,3,εισ πολιν τησ
Luke,Luke 1:26,26,John,John 2:11-2:11,62,1,0.1251,0.1135,0.1429,0.1429,0.0909,0.0,2,0.1818,2,τησ γαλιλαιασ,3,γαλιλαιασ εισ τησ
Luke,Luke 1:27,27,John,John 4:30-4:30,142,1,0.1125,0.089,0.1429,0.1538,0.0,0.0,1,0.2,1,προσ,2,προσ τησ
Luke,Luke 1:27,27,John,John 12:32-12:32,567,1,0.0824,0.0744,0.1176,0.125,0.0,0.0,1,0.125,1,προσ,2,προσ τησ
Luke,Luke 1:27,27,John,John 7:42-7:42,325,1,0.0893,0.0736,0.1111,0.1176,0.0,0.0,2,0.2,1,δαυιδ,2,δαυιδ τησ
Luke,Luke 1:27,27,John,John 11:45-11:45,523,1,0.0941,0.0735,0.1111,0.1176,0.0,0.0,2,0.2222,1,προσ,2,μαριαμ προσ
Luke,Luke 1:27,27,John,John 11:19-11:19,497,1,0.0938,0.0727,0.1111,0.1176,0.0,0.0,2,0.2222,1,προσ,2,μαριαμ προσ
Luke,Luke 1:28,28,John,John 19:3-19:3,783,1,0.135,0.1016,0.1538,0.1538,0.0,0.0,2,0.3333,1,προσ,2,προσ χαιρε
Luke,Luke 1:28,28,John,John 8:3-8:3,339,1,0.1283,0.0904,0.1429,0.1429,0.0,0.0,2,0.3333,1,προσ,2,αυτην προσ
Luke,Luke 1:28,28,John,John 8:7-8:7,343,1,0.1207,0.0789,0.125,0.125,0.0,0.0,2,0.3333,1,προσ,2,αυτην προσ
Luke,Luke 1:28,28,John,John 20:10-20:10,832,1,0.1103,0.0705,0.1111,0.1111,0.0,0.0,1,0.25,1,προσ,1,προσ
Luke,Luke 1:28,28,John,John 1:2-1:2,2,1,0.1101,0.0703,0.1111,0.1111,0.0,0.0,1,0.25,1,προσ,1,προσ
Luke,Luke 1:29,29,John,John 6:46-6:46,258,1,0.0849,0.0671,0.1,0.1,0.0,0.0,1,0.1667,1,ουτοσ,1,ουτοσ
Luke,Luke 1:29,29,John,John 1:2-1:2,2,1,0.1057,0.0636,0.1,0.1,0.0,0.0,1,0.25,1,ουτοσ,1,ουτοσ
Luke,Luke 1:29,29,John,John 9:33-9:33,428,1,0.1056,0.0633,0.1,0.1,0.0,0.0,1,0.25,1,ουτοσ,1,ουτοσ
Luke,Luke 1:29,29,John,John 7:40-7:40,323,1,0.076,0.0555,0.0667,0.1429,0.0,0.0,1,0.1429,1,ουτοσ,1,ουτοσ
Luke,Luke 1:29,29,John,John 21:21-21:21,874,1,0.0778,0.0544,0.0833,0.0833,0.0,0.0,1,0.1667,1,ουτοσ,1,ουτοσ
Luke,Luke 1:30,30,John,John 1:16-1:16,16,1,0.083,0.0638,0.0909,0.0909,0.0,0.0,1,0.1667,1,χαριν,1,χαριν
Luke,Luke 1:30,30,John,John 12:15-12:15,550,1,0.0738,0.0484,0.0714,0.0714,0.0,0.0,1,0.1667,1,φοβου,1,φοβου
Luke,Luke 1:30,30,John,John 11:45-11:45,523,1,0.0738,0.0484,0.0714,0.0714,0.0,0.0,1,0.1667,1,μαριαμ,1,μαριαμ
Luke,Luke 1:30,30,John,John 20:18-20:18,840,1,0.0736,0.048,0.0714,0.0714,0.0,0.0,1,0.1667,1,μαριαμ,1,μαριαμ
Luke,Luke 1:30,30,John,John 20:16-20:16,838,1,0.0736,0.0479,0.0714,0.0714,0.0,0.0,1,0.1667,1,μαριαμ,1,μαριαμ
Luke,Luke 1:31,31,John,John 3:35-3:35,111,1,0.1063,0.0647,0.1,0.1,0.0,0.0,1,0.25,1,υιον,1,υιον
Luke,Luke 1:31,31,John,John 1:6-1:6,6,1,0.0788,0.0563,0.0833,0.0833,0.0,0.0,1,0.1667,1,ονομα,1,ονομα
Luke,Luke 1:31,31,John,John 3:17-3:18,93,2,0.096,0.0557,0.087,0.0909,0.0,0.0,2,0.2857,1,υιον,2,ονομα υιον
Luke,Luke 1:31,31,John,John 6:62-6:62,274,1,0.0782,0.0552,0.0833,0.0833,0.0,0.0,1,0.1667,1,υιον,1,υιον
Luke,Luke 1:31,31,John,John 3:1-3:1,77,1,0.0699,0.0524,0.0769,0.0769,0.0,0.0,1,0.1429,1,ονομα,1,ονομα
Luke,Luke 1:32,32,John,John 20:28-20:28,850,1,0.302,0.2027,0.2,0.2,0.25,0.1429,3,0.6,3,αυτω κυριοσ θεοσ,3,αυτω θεοσ κυριοσ
Luke,Luke 1:32,32,John,John 20:28-20:29,850,2,0.1693,0.1469,0.1429,0.1429,0.1739,0.0952,3,0.25,3,αυτω κυριοσ θεοσ,3,αυτω θεοσ κυριοσ
Luke,Luke 1:32,32,John,John 13:31-13:31,616,1,0.1092,0.1038,0.1579,0.1579,0.0,0.0,2,0.2,1,υιοσ,3,αυτω θεοσ υιοσ
Luke,Luke 1:32,32,John,John 20:27-20:28,849,2,0.1311,0.0989,0.0968,0.1,0.1212,0.0645,3,0.2308,3,αυτω κυριοσ θεοσ,3,αυτω θεοσ κυριοσ
Luke,Luke 1:32,32,John,John 20:28-20:30,850,3,0.1298,0.0973,0.0968,0.0968,0.1176,0.0625,3,0.2308,3,αυτω κυριοσ θεοσ,3,αυτω θεοσ κυριοσ
Luke,Luke 1:33,33,John,John 7:53-7:53,336,1,0.135,0.105,0.1667,0.1667,0.0,0.0,1,0.25,1,οικον,2,εισ οικον
Luke,Luke 1:33,33,John,John 4:5-4:5,117,1,0.105,0.0966,0.15,0.15,0.0,0.0,2,0.2,1,ιακωβ,3,εισ ιακωβ τησ
Luke,Luke 1:33,33,John,John 7:52-7:53,335,2,0.0899,0.0948,0.15,0.15,0.0,0.0,1,0.1,1,οικον,3,εισ οικον τησ
Luke,Luke 1:33,33,John,John 13:1-13:1,586,1,0.1052,0.0942,0.1481,0.1538,0.0,0.0,2,0.2,1,εισ,4,εισ τελοσ τησ τουσ
Luke,Luke 1:33,33,John,John 7:53-8:1,336,2,0.1025,0.089,0.1333,0.1333,0.0,0.0,2,0.2222,1,οικον,2,εισ οικον
Luke,Luke 1:34,34,John,John 13:28-13:28,613,1,0.1083,0.0982,0.1538,0.1538,0.0,0.0,1,0.1667,1,προσ,2,προσ τουτο
